,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beach Monitoring and Public Notification Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Beach ID,Beach Name,Sampling Route,Sampling Type,"Fecal Coliforms
 (colonies/100 mL)","Enterococcus
 (colonies/100 mL)","Temperature
(°C)",pH ,Observations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,Route 1: Dorado - Loíza,Routine,16,42,27.20,809/8.08,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-19,Balneario Punta Salinas,Route 1: Dorado - Loíza,Routine,4,8,27.40,8.09,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-20A,Balneario El Escambrón,Route 1: Dorado - Loíza,Routine,<1,4,27.50,8.13,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-21C,Balneario de Carolina,Route 1: Dorado - Loíza,Routine,<1,<1,28.20,8.15,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-25A,Playa Sixto Escobar,Route 1: Dorado - Loíza,Routine,<1,<1,28.20,8.12,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-26,Playita del Condado,Route 1: Dorado - Loíza,Routine,4,<1,28.20,8.14,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-27,Ocean Park,Route 1: Dorado - Loíza,Routine,4,4,28.50,8.16,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-28,Playa El Alambique,Route 1: Dorado - Loíza,Routine,4,8,28.80,8.17,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-29,Vacía Talega,Route 1: Dorado - Loíza,Routine,20,32,28.70,8.17,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-12B,Playa el Combate,Route 4: Cabo Rojo,Routine,<1,8,31.00,8.16,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-13,Balneario de Boquerón,Route 4: Cabo Rojo,Routine,<1,8,29.70,8.17,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-14A,Playa Mojacasabe,Route 4: Cabo Rojo,Routine,4,12,30.50,8.14,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-37,Villa Lamela,Route 4: Cabo Rojo,Routine,<1,54,29.20,8.14/8.14,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-8,Playa Buyé ,Route 4: Cabo Rojo,Routine,<1,20,29.50,8.06,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-15,Balneario de Añasco or Balneario Tres Hermanos,Route 5: Añasco - Aguadilla,Routine,<1,28,29.50,8.28,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-16,Balneario Crash Boat,Route 5: Añasco - Aguadilla,Routine,<1,4,29.40,8.4,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-22,Pico de Piedra,Route 5: Añasco - Aguadilla,Routine,12,8,29.30,8.39/8.39,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct-14,RW-5,Balneario de Rincón,Route 5: Añasco - Aguadilla,Routine,8,20,29.30,8.34,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-1A,Balneario La Monserrate,Route 2: Arroyo - Luquillo,Routine,<1,4,29.90,8.38,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-2,Balneario Seven Seas,Route 2: Arroyo - Luquillo,Routine,4,4,28.50,8.49,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-30,Playa Guayanés,Route 2: Arroyo - Luquillo,Routine,36,28,27.70,8.17,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-31,Tropical Beach,Route 2: Arroyo - Luquillo,Routine,36,20,28.10,8.39,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-32,Playa Azul,Route 2: Arroyo - Luquillo,Routine,<1,16,28.70,8.44/8.43,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-4,Balneario Punta Santiago,Route 2: Arroyo - Luquillo,Routine,<1,8,28.10,8.33,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-6,Balneario de Patillas,Route 2: Arroyo - Luquillo,Routine,>240,60,27.80,8.3,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-7,Balneario Punta Guilarte,Route 2: Arroyo - Luquillo,Routine,4,<1,28.20,8.29/8.29,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-10,Playa Santa,Route 3: Lajas - Salinas,Routine,<1,4,28.30,8.08,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-33,Playita Rosada,Route 3: Lajas - Salinas,Routine,<1,8,29.30,7.95,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-34,Playa del Hilton,Route 3: Lajas - Salinas,Routine,<1,<1,29.90,8.14,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-35,Playa Jauca,Route 3: Lajas - Salinas,Routine,<1,144,30.70,7.55/7.53,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-36,Balneario de Salinas,Route 3: Lajas - Salinas,Routine,<1,<1,30.80,8.03,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-9,Caña Gorda,Route 3: Lajas - Salinas,Routine,4,8,29.50,7.94,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,Route: 6: Arecibo – Vega Alta ,Routine,4,80,8.80,8.07,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-23,Balneario de Puerto Nuevo,Route: 6: Arecibo – Vega Alta ,Routine,4,>240,28.60,8.11,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-38,Muelle de Arecibo,Route: 6: Arecibo – Vega Alta ,Routine,<1,8,28.30,7.94/7.95,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct-14,RW-39,Mar Chiquita,Route: 6: Arecibo – Vega Alta ,Routine,<1,4,28.30,8.11,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-14,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,Route 1: Dorado - Loíza,Re-sampling,44,72,28.40,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-14,RW-6,Balneario de Patillas,Route 2: Arroyo - Luquillo,Re-sampling,268,40,28.20,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-14,RW-35,Playa Jauca,Route 3: Lajas - Salinas,Re-sampling,<1,4,27.40,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-14,RW-37,Villa Lamela,Route 4: Cabo Rojo,Re-sampling,12,4,28.50,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-14,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,Route: 6: Arecibo – Vega Alta ,Re-sampling,8,8,27.80,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Oct-14,RW-23,Balneario de Puerto Nuevo,Route: 6: Arecibo – Vega Alta ,Re-sampling,<1,18,28.70,Bacteriological Re-sampling,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,Route 1: Dorado - Loíza,Routine,16,48,28.10,8.07,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-19,Balneario Punta Salinas,Route 1: Dorado - Loíza,Routine,<1,12,28.80,8.25,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-20A,Balneario El Escambrón,Route 1: Dorado - Loíza,Routine,4,4,29.70,8.38/8.40,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-21C,Balneario de Carolina,Route 1: Dorado - Loíza,Routine,<1,<1,29.40,8.34,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-25A,Playa Sixto Escobar,Route 1: Dorado - Loíza,Routine,<1,4,29.90,8.38,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-26,Playita del Condado,Route 1: Dorado - Loíza,Routine,<1,<1,29.70,8.38,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-27,Ocean Park,Route 1: Dorado - Loíza,Routine,<1,4,29.40,8.39,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-28,Playa El Alambique,Route 1: Dorado - Loíza,Routine,<1,<1,30.10,8.38,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-29,Vacía Talega,Route 1: Dorado - Loíza,Routine,<1,<1,29.40,No Reported,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-12B,Playa el Combate,Route 4: Cabo Rojo,Routine,8,16,30.50,8.07,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-13,Balneario de Boquerón,Route 4: Cabo Rojo,Routine,<1,<1,28.70,8.09,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-14A,Playa Mojacasabe,Route 4: Cabo Rojo,Routine,4,8,29.00,8.08,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Oct-14,RW-37,Villa Lamela,Route 4: Cabo Rojo,Routine,134,8,28.10,8.10/8.08,The information provided is preliminary .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
