Date,Beach ID,Beach Name,Latitude,Longitude,Sampling Route,Sampling Type,"Enterococcus
 (colonies/100 mL)","Temperature
(°C)",pH ,Observations
2016-10-04,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,20,28.90,8.05,"              Proyecto Bandera Azul
2016-10-04,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,10,29.40,8.15,
2016-10-04,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,226,29.10,8.04,
2016-10-04,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,98,29.30,8.11/8.11,
2016-10-04,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,110,28.90,8.09,
2016-10-04,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,31,29.30,8.1,
2016-10-04,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,10,29.30,8.12,
2016-10-04,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,142,29.10,8.11,
2016-10-11,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,RE-sampling,20,29.00,Bacteriological Re-sampling,
2016-10-11,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,RE-sampling,257,30.00,Bacteriological Re-sampling,
2016-10-11,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,RE-sampling,20,30.60,Bacteriological Re-sampling,
2016-10-11,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,RE-sampling,388,30.90,Bacteriological Re-sampling,
2016-10-11,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,RE-sampling,31,28.00,Bacteriological Re-sampling,
2016-10-11,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,RE-sampling,146,29.00,Bacteriological Re-sampling,
2016-10-11,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,RE-sampling,323,28.00,Bacteriological Re-sampling,
2016-10-11,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,RE-sampling,10,29.00,Bacteriological Re-sampling,
2016-10-11,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,RE-sampling,85,27.60,Bacteriological Re-sampling,
2016-10-11,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,RE-sampling,10,29.00,Bacteriological Re-sampling,
2016-10-11,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,RE-sampling,10,29.80,Bacteriological Re-sampling,
2016-10-11,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,RE-sampling,84,29.50,Bacteriological Re-sampling,
2016-10-11,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,RE-sampling,10,30.10,Bacteriological Re-sampling,
2016-10-11,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,RE-sampling,20,27.00,Bacteriological Re-sampling,
2016-10-11,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,RE-sampling,488,27.50,Bacteriological Re-sampling,
2016-10-11,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,RE-sampling,95,29.00,Bacteriological Re-sampling,
2016-10-11,RW-34,Playa Cabullón,17.9692833,-66.6027278,Route 3: Lajas - Salinas,RE-sampling,10,29.00,Bacteriological Re-sampling,
2016-10-11,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,RE-sampling,10,29.00,Bacteriological Re-sampling,
2016-10-18,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,187,28.30,8.14,
2016-10-18,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,20,27.30,8.1,
2016-10-18,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,581,27.30,8.11,
2016-10-18,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,355,27.30,8.09,
2016-10-18,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,3609,27.60,8.10/8.11,
2016-10-18,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,695,27.60,8.1,
2016-10-18,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,1095,27.80,8.11,
2016-10-18,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,377,27.80,8.12,
2016-10-18,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,1483,28.00,8.13,
2016-10-18,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,148,29.20,8,
2016-10-18,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,288,28.40,8.06,
2016-10-18,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,259,28.50,8.17,
2016-10-18,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,97,28.40,8.18,
2016-10-18,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,74,28.80,8.17/8.17,
2016-10-18,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,52,27.70,8.12,
2016-10-18,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,805,28.60,8.15,
2016-10-18,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,179,28.60,8.13,
2016-10-18,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,909,29.00,8.03,
2016-10-18,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,122,28.60,8.08,
2016-10-18,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,8664,28.40,8.1,
2016-10-18,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,388,29.30,8.07/8.07,
2016-10-17,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,40,29.30,7.97,
2016-10-17,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,52,29.20,8,
2016-10-17,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,10,29.90,8.04,
2016-10-17,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,63,29.90,8.02,
2016-10-17,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,20,30.30,8.02/8.02,
2016-10-17,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,10,29.40,8.34,
2016-10-17,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,10,29.60,8.18,
2016-10-17,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,20,30.40,8.12,
2016-10-17,RW-34,Playa Cabullón,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,10,31.20,8.22,
2016-10-17,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,10,31.50,8.16/8.16,
2016-10-17,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,41,29.60,8.06,
2016-10-17,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,30,29.50,8.11,
2016-10-17,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,20,30.00,8.15,
2016-10-17,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,63,30.10,8.14/8.14,
2016-10-17,RW-25,Playa Pelícano,17.8854030,-66.5280680,Reserva Natural Caja de Muertos,Routine,10,29.60,7.90/7.96,Proyecto Bandera Azul
2016-10-17,RW-24A,Balneario Sun Bay,18.0963030,-65.4654220,Vieques,Routine,10,29.00,8.19/8.19,
2016-10-17,RW-24B,Balneario Sun Bay,18.0967220,-65.4589440,Vieques,Routine,10,29.50,8.19/8.19,Proyecto Bandera Azul
2016-10-24,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,RE-sampling,52,28.30,Bacteriological Re-sampling,
2016-10-24,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,RE-sampling,10,28.50,Bacteriological Re-sampling,
2016-10-24,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,RE-sampling,10,28.50,Bacteriological Re-sampling,
2016-10-24,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,RE-sampling,10,27.60,Bacteriological Re-sampling,
2016-10-24,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,RE-sampling,10,28.80,Bacteriological Re-sampling,
2016-10-24,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,RE-sampling,10,28.70,Bacteriological Re-sampling,
2016-10-24,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,RE-sampling,10,28.90,Bacteriological Re-sampling,
2016-10-24,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,RE-sampling,10,28.50,Bacteriological Re-sampling,
2016-10-24,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,RE-sampling,788,27.80,Bacteriological Re-sampling,
2016-10-24,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,RE-sampling,10,28.20,Bacteriological Re-sampling,
2016-10-24,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,RE-sampling,20,28.50,Bacteriological Re-sampling,
2016-10-24,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,RE-sampling,30,28.70,Bacteriological Re-sampling,
2016-10-24,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,RE-sampling,41,27.00,Bacteriological Re-sampling,
2016-10-24,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,RE-sampling,31,27.00,Bacteriological Re-sampling,
2016-10-24,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,RE-sampling,41,27.20,Bacteriological Re-sampling,
2016-10-24,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,RE-sampling,10,27.00,Bacteriological Re-sampling,
2016-10-24,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,RE-sampling,189,27.50,Bacteriological Re-sampling,
2016-10-24,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,RE-sampling,10,27.00,Bacteriological Re-sampling,
2016-10-24,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,RE-sampling,10,27.50,Bacteriological Re-sampling,
2016-10-31,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,routine,85,30.00,8.22,
2016-10-31,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,routine,31,29.80,8.27,
2016-10-31,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,routine,24196,28.80,8.24,
2016-10-31,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,routine,120,29.40,8.19/8.20,
2016-11-01,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,1727,27.30,7.89,
2016-11-01,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,120,27.90,8.14,
2016-11-01,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,934,29.20,8.17,
2016-11-01,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,1785,28.80,8.18/8.18,
2016-10-31,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,10,27.50,7.22,
2016-10-31,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,10,27.50,7.98,
2016-10-31,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,156,28.50,7.92,
2016-10-31,RW-34,Playa Cabullón,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,>24196,28.70,8.12,
2016-10-31,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,20,30.60,8.09/8.09,
2016-10-31,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,10,28.80,8.13,
2016-10-31,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,10,29.50,8.06,
2016-10-31,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,10,30.30,8.1,
2016-10-31,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,20,29.40,8.17,
2016-10-31,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,10,29.00,8.11/8.10,
2016-11-01,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,336,27.80,8.14,
2016-11-01,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,460,26.60,8.13,
2016-11-01,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,41,27.50,8.19,
2016-11-01,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,84,27.70,8.11,
2016-11-01,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,41,26.60,8.15/8.14,
2016-11-01,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,346,26.50,8.15,
2016-11-01,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,173,27.30,8.15,
2016-11-01,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,156,27.20,8.12,
2016-11-01,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,169,27.60,8.16,
2016-11-01,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,868,29.00,8.02,
2016-11-01,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,172,29.00,7.96,
2016-11-01,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,172,29.80,8.12,
2016-11-01,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,48,29.90,8.11,
2016-11-01,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,432,30.40,8.11/8.11,
2016-11-01,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,272,29.80,8.07,
2016-11-01,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,332,29.60,8.12,
2016-11-01,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,160,29.80,7,
2016-11-09,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,RE-sampling,10,29.10,Bacteriological Re-sampling,
2016-11-09,RW-34,Playa Cabullón,17.9692833,-66.6027278,Route 3: Lajas - Salinas,RE-sampling,435,30.70,Bacteriological Re-sampling,
2016-11-09,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,RE-sampling,10,26.00,Bacteriological Re-sampling,
2016-11-09,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,RE-sampling,10,26.00,Bacteriological Re-sampling,
2016-11-09,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,RE-sampling,10,27.00,Bacteriological Re-sampling,
2016-11-09,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,RE-sampling,84,27.50,Bacteriological Re-sampling,
2016-11-09,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,RE-sampling,185,27.50,Bacteriological Re-sampling,
2016-11-09,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,RE-sampling,10,27.40,Bacteriological Re-sampling,
2016-11-09,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,RE-sampling,166,27.30,Bacteriological Re-sampling,
2016-11-09,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,RE-sampling,84,25.50,Bacteriological Re-sampling,
2016-11-09,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,RE-sampling,2098,26.40,Bacteriological Re-sampling,
2016-11-09,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,RE-sampling,63,27.60,Bacteriological Re-sampling,
2016-11-09,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,RE-sampling,85,27.60,Bacteriological Re-sampling,
2016-11-09,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,RE-sampling,41,27.60,Bacteriological Re-sampling,
2016-11-09,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,RE-sampling,98,27.50,Bacteriological Re-sampling,
2016-11-09,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,RE-sampling,10,27.40,Bacteriological Re-sampling,
2016-11-15,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,6015,26.50,7.56,
2016-11-15,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,10,28.80,7.89,
2016-11-15,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,Routine,110,29.00,8.02,
2016-11-15,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,Routine,95,29.00,8.0/8.01,
2016-11-14,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,41,29.00,8.12,
2016-11-14,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,10,29.10,8.12,
2016-11-14,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,52,28.80,7.97,
2016-11-14,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,30,30.40,8.13/8.13,
2016-11-14,RW-33,Playita Rosada,17.9717167,-66.0315000,Route 3: Lajas - Salinas,Routine,10,29.10,7.97,           
2016-11-14,RW-10,Playa Santa,17.9377111,-66.9551972,Route 3: Lajas - Salinas,Routine,10,28.90,8.02,
2016-11-14,RW-9,Caña Gorda,17.9525306,-66.8845611,Route 3: Lajas - Salinas,Routine,30,29.30,8.02,
2016-11-14,RW-34,Playa Cabullón,17.9692833,-66.6027278,Route 3: Lajas - Salinas,Routine,20,30.00,8.14,
2016-11-14,RW-36,Balneario de Salinas,17.9775889,-66.3324972,Route 3: Lajas - Salinas,Routine,20,30.00,8.06/8.06,
2016-11-14,RW-37,Villa Lamela,18.0645333,-67.1975278,Route 4: Cabo Rojo,Routine,10,28.40,7.95,
2016-11-14,RW-8,Playa Buyé ,18.0488722,-67.1986250,Route 4: Cabo Rojo,Routine,31,29.10,8.06,
2016-11-14,RW-13,Balneario de Boquerón,18.0194417,-67.1722444,Route 4: Cabo Rojo,Routine,10,29.30,8.14,
2016-11-14,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,Routine,86,29.30,8.12,
2016-11-14,RW-12B,Playa el Combate,17.9747944,-67.2129056,Route 4: Cabo Rojo,Routine,41,29.50,8.14/8.13,
2016-11-15,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,Routine,305,28.10,8.01,
2016-11-15,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,Routine,747,27.50,8.11,
2016-11-15,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,Routine,122,28.30,8.19,
2016-11-15,RW-25A,Playa Sixto Escobar,18.4667306,-66.0866667,Route 1: Dorado - Loíza,Routine,63,28.70,8.16,
2016-11-15,RW-26,Playita del Condado,18.4611306,-66.0824083,Route 1: Dorado - Loíza,Routine,31,28.80,8.16/8.15,
2016-11-15,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,Routine,142,29.00,8.18,
2016-11-15,RW-28,Playa El Alambique,18.4440917,-66.0221500,Route 1: Dorado - Loíza,Routine,31,28.90,8.19,
2016-11-15,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,Routine,120,28.80,8.17,
2016-11-15,RW-29,Vacía Talega,18.4478583,-65.9062306,Route 1: Dorado - Loíza,Routine,41,29.30,8.18,
2016-11-15,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,Routine,153,28.20,8.03,
2016-11-15,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,Routine,24196,28.00,7.96,
2016-11-15,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,Routine,496,29.10,8.09,
2016-11-15,RW-4,Balneario Punta Santiago,18.1584139,-65.7551861,Route 2: Arroyo - Luquillo,Routine,20,29.40,8.1,
2016-11-15,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,Routine,697,29.90,8.10/8.09,
2016-11-15,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,Routine,231,28.90,8.1,
2016-11-15,RW-32,Playa Azul,18.3818667,-65.7184583,Route 2: Arroyo - Luquillo,Routine,31,28.60,8.14,
2016-11-15,RW-1A,Balneario La Monserrate,18.3855917,-65.7294722,Route 2: Arroyo - Luquillo,Routine,41,28.70,8.11,
2016-11-14,RW-24A,Balneario Sun Bay,18.0963030,-65.4654220,Vieques,Routine,10,29.00,8.14/8.14,"              Proyecto Bandera Azul
2016-11-14,RW-24B,Balneario Sun Bay,18.0967220,-65.4589440,Vieques,Routine,10,29.70,8.16/8.16,"              Proyecto Bandera Azul
2016-11-14,RW-25,Playa Pelícano,17.8854030,-66.5280680,Reserva Natural Caja de Muertos,Routine,10,28.90,8.04/8.04,"              Proyecto Bandera Azul
2016-11-21,RW-23,Balneario de Puerto Nuevo,18.4913667,-66.3990444,Route: 6: Arecibo – Vega Alta ,RE-sampling,169,27.60,Bacteriological Re-sampling,
2016-11-21,RW-17,Balneario Cerro Gordo or Javier Calderón Nieves,18.4812500,-66.3406556,Route: 6: Arecibo – Vega Alta ,RE-sampling,146,27.50,Bacteriological Re-sampling,
2016-11-21,RW-18,Balneario Manuel “Nolo” Morales or Sardinera,18.4746944,-66.2808917,Route 1: Dorado - Loíza,RE-sampling,484,27.80,Bacteriological Re-sampling,
2016-11-21,RW-19,Balneario Punta Salinas,18.4716583,-66.1859944,Route 1: Dorado - Loíza,RE-sampling,243,27.80,Bacteriological Re-sampling,
2016-11-21,RW-20A,Balneario El Escambrón,18.4672361,-66.0899583,Route 1: Dorado - Loíza,RE-sampling,10,27.60,Bacteriological Re-sampling,
2016-11-21,RW-27,Ocean Park,18.4530111,-66.0488806,Route 1: Dorado - Loíza,RE-sampling,31,27.70,Bacteriological Re-sampling,
2016-11-21,RW-21C,Balneario de Carolina,18.4459889,-66.0035722,Route 1: Dorado - Loíza,RE-sampling,187,27.80,Bacteriological Re-sampling,
2016-11-21,RW-14A,Playa Moja Casabe,17.9858100,-67.2145900,Route 4: Cabo Rojo,RE-sampling,108,26.00,Bacteriological Re-sampling,
2016-11-21,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,RE-sampling,24196,26.00,Bacteriological Re-sampling,
2016-11-21,RW-7,Balneario Punta Guilarte,17.9620417,-66.0400000,Route 2: Arroyo - Luquillo,RE-sampling,10,27.10,Bacteriological Re-sampling,
2016-11-21,RW-6,Balneario de Patillas,17.9739750,-65.9889806,Route 2: Arroyo - Luquillo,RE-sampling,10,28.30,Bacteriological Re-sampling,
2016-11-21,RW-30,Playa Guayanés,18.0626944,-65.8191944,Route 2: Arroyo - Luquillo,RE-sampling,1951,28.50,Bacteriological Re-sampling,
2016-11-21,RW-31,Tropical Beach,18.1869278,-65.7259667,Route 2: Arroyo - Luquillo,RE-sampling,417,29.30,Bacteriological Re-sampling,
2016-11-21,RW-2,Balneario Seven Seas,18.3692667,-65.6360722,Route 2: Arroyo - Luquillo,RE-sampling,754,29.00,Bacteriological Re-sampling,
2016-11-28,RW-15,Balneario de Añasco or Balneario Tres Hermanos,18.2879972,-67.1939222,Route 5: Añasco - Aguadilla,Routine,4611,27.30,8.15,
2016-11-28,RW-5,Balneario de Rincón,18.3409250,-67.2560056,Route 5: Añasco - Aguadilla,Routine,813,27.30,8.13,
2016-11-28,RW-22,Pico de Piedra,18.3843639,-67.2129889,Route 5: Añasco - Aguadilla,Routine,145,28.20,8.22,
2016-11-28,RW-16,Balneario Crash Boat,18.4576667,-67.1637778,Route 5: Añasco - Aguadilla,Routine,10,28.10,8.19/8.20,
2016-11-28,RW-38,Muelle de Arecibo,18.4792583,-66.7004667,Route: 6: Arecibo – Vega Alta ,Routine,20,26.00,8.03,
2016-11-28,RW-39,Mar Chiquita,18.4729167,-66.4856556,Route: 6: Arecibo – Vega Alta ,Routine,63,26.30,8.32,
